t1,t2
1625046008.394926650,1625046008.395026226
1625046010.394757630,1625046010.394832442
1625046012.395457610,1625046012.395507669
1625046014.396209590,1625046014.396234908
1625046016.395997110,1625046016.395997659
1625046018.395453710,1625046018.395429521
1625046020.396251930,1625046020.396203021
1625046022.396095190,1625046022.396021622
1625046024.395912070,1625046024.395813802
1625046026.395693630,1625046026.395570673
1625046028.395516110,1625046028.395368467
1625046030.396349450,1625046030.396177099
1625046032.396135130,1625046032.395938062
1625046034.396048730,1625046034.395826921
1625046036.395837250,1625046036.395590721
1625046038.395646570,1625046038.395375314
1625046040.396421850,1625046040.396125857
1625046042.397204070,1625046042.396883352
1625046044.396886530,1625046044.396541107
1625046046.396634890,1625046046.396264756
1625046048.397414130,1625046048.397019208
1625046050.398337330,1625046050.397917633
1625046052.398117330,1625046052.397672873
1625046054.397980050,1625046054.397510859
1625046056.397746890,1625046056.397252973
1625046058.397567310,1625046058.397048666
1625046060.398356170,1625046060.397812761
1625046062.398136310,1625046062.397568138
1625046064.397923410,1625046064.397330481
1625046066.397823270,1625046066.397205579
1625046068.398359250,1625046068.397716806
1625046070.398178830,1625046070.397511623
1625046072.397992470,1625046072.397300538
1625046074.397807210,1625046074.397090557
1625046076.397618150,1625046076.396876774
1625046078.398440410,1625046078.397674303
1625046080.399237630,1625046080.398446797
1625046082.399150430,1625046082.398334854
1625046084.398958810,1625046084.398118442
1625046086.398776730,1625046086.397911578
1625046088.398568610,1625046088.397678678
1625046090.399368470,1625046090.398453738
1625046092.400205850,1625046092.399266293
1625046094.399994210,1625046094.399029841
1625046096.399753410,1625046096.398764226
1625046098.399648730,1625046098.398634706
1625046100.399742490,1625046100.398703633
1625046102.400448770,1625046102.399385102
1625046104.401212810,1625046104.400124302
1625046106.400994130,1625046106.399880801
1625046108.400775110,1625046108.399637014
1625046110.400576430,1625046110.399413572
1625046112.401363190,1625046112.400175607
1625046114.401245350,1625046114.400033049
1625046116.400979470,1625046116.399742448
1625046118.400653450,1625046118.399391702
1625046120.401392390,1625046120.400105862
1625046122.402034790,1625046122.400723462
1625046124.401748190,1625046124.400412072
1625046126.402447490,1625046126.401086549
1625046128.403213970,1625046128.401828233
1625046130.403152570,1625046130.401742056
1625046132.403265550,1625046132.401830298
1625046134.403065850,1625046134.401605828
1625046136.402883810,1625046136.401399036
1625046138.402605750,1625046138.401096279
1625046140.403267090,1625046140.401732861
1625046142.403030670,1625046142.401471677
1625046144.402795850,1625046144.401212086
1625046146.402691770,1625046146.401083283
1625046148.403473050,1625046148.401839842
1625046150.404271610,1625046150.402613656
1625046152.404055570,1625046152.402372907
1625046154.403823410,1625046154.402116034
1625046156.403542650,1625046156.401810581
1625046158.404132090,1625046158.402375252
1625046160.403912010,1625046160.402130396
1625046162.403791790,1625046162.401985358
1625046164.404090850,1625046164.402259581
1625046166.403796630,1625046166.401940559
1625046168.403501730,1625046168.401620872
1625046170.404204990,1625046170.402299348
1625046172.403915430,1625046172.401985051
1625046174.403671150,1625046174.401716041
1625046176.404474870,1625046176.402495027
1625046178.405363730,1625046178.403359158
1625046180.405055850,1625046180.403026543
1625046182.404643550,1625046182.402589508
1625046184.405405770,1625046184.403326962
1625046186.406162330,1625046186.404058772
1625046188.405890490,1625046188.403762199
1625046190.405577890,1625046190.403424883
1625046192.406302230,1625046192.404124511
1625046194.406131350,1625046194.403928889
1625046196.405962010,1625046196.403734806
1625046198.405711790,1625046198.403459858
1625046200.406440150,1625046200.404163502
1625046202.407156930,1625046202.404855543
1625046204.406888690,1625046204.404562577
1625046206.406625830,1625046206.404275008
1625046208.407357890,1625046208.404982354
1625046210.407226710,1625046210.404826469
1625046212.406957050,1625046212.404532114
1625046214.406711090,1625046214.404261477
1625046216.407447710,1625046216.404973353
1625046218.408155370,1625046218.405656257
1625046220.407845750,1625046220.405321883
1625046222.407601710,1625046222.405053126
1625046224.408348250,1625046224.405774949
1625046226.408129630,1625046226.405531619
1625046228.408471950,1625046228.405849242
1625046230.409215630,1625046230.406568194
1625046232.408987590,1625046232.406315424
1625046234.408751130,1625046234.406054254
1625046236.409840970,1625046236.407119378
1625046238.409594250,1625046238.406847962
1625046240.410338790,1625046240.407567769
